exception_id,error_type,source_system,employee_id,grant_id,tranche,severity,root_cause,recommended_action
EXC0358,STALE_FMV_PAYROLL,PAYROLL,E00443,G001430,5,High,"Payroll is using stale FMV that does not match broker FMV, creating potential tax withholding discrepancy on 176 vested shares.",Obtain the correct FMV from broker for grant G001430 tranche 5 and recalculate payroll tax withholding to match broker valuation.
EXC0359,WITHHOLDING_ROUNDING,BROKER,E00444,G001434,5,Low,Minor rounding difference in tax withholding calculation between broker and payroll systems.,"Verify rounding methodology is consistent; if difference is under $5, no action required."
EXC0360,STALE_FMV_PAYROLL,PAYROLL,E00447,G001443,12,High,"Payroll is using stale FMV that does not match broker FMV, creating potential tax withholding discrepancy on 49 vested shares.",Obtain the correct FMV from broker for grant G001443 tranche 12 and recalculate payroll tax withholding to match broker valuation.
EXC0361,DUPLICATE_RELEASE,BROKER,E00448,G001450,1,High,"Broker shows duplicate release event for same grant and tranche, risking double taxation or share leakage.",Query broker system to identify and remove the duplicate release record for grant G001450 tranche 1.
EXC0362,MISSING_PAYROLL,PAYROLL,E00449,G001455,5,High,"Payroll record is missing for 21 vested shares, preventing tax withholding and income reporting.",Create payroll record for grant G001455 tranche 5 with broker FMV of 121.67 and process appropriate tax withholding.
EXC0363,POST_TERM_RELEASE,BROKER,E00450,G001459,15,High,"Broker recorded release for terminated employee after separation date, creating forfeiture compliance risk.","Verify employee termination date against release date for grant G001459; if release occurred post-termination, reverse and investigate forfeiture."
EXC0364,ID_FORMAT_MISMATCH,PAYROLL,00454,G001470,2,Medium,"Grant ID format differs between payroll and other systems, preventing proper reconciliation matching.","Standardize grant ID format for G001470 across payroll, HRIS, and broker systems."
EXC0365,POST_TERM_RELEASE,BROKER,E00455,G001472,11,High,"Broker recorded release for terminated employee after separation date, creating forfeiture compliance risk.","Verify employee termination date against release date for grant G001472; if release occurred post-termination, reverse and investigate forfeiture."
EXC0366,STALE_FMV_PAYROLL,PAYROLL,E00463,G001495,6,High,"Payroll is using stale FMV that does not match broker FMV, creating potential tax withholding discrepancy on 14 vested shares.",Obtain the correct FMV from broker for grant G001495 tranche 6 and recalculate payroll tax withholding to match broker valuation.
EXC0367,DUPLICATE_RELEASE,BROKER,E00464,G001497,3,High,"Broker shows duplicate release event for same grant and tranche, risking double taxation or share leakage.",Query broker system to identify and remove the duplicate release record for grant G001497 tranche 3.
EXC0368,WITHHOLDING_ROUNDING,BROKER,E00464,G001497,10,Low,Minor rounding difference in tax withholding calculation between broker and payroll systems.,"Verify rounding methodology is consistent; if difference is under $5, no action required."
EXC0369,POST_TERM_RELEASE,BROKER,E00466,G001505,10,High,"Broker recorded release for terminated employee after separation date, creating forfeiture compliance risk.","Verify employee termination date against release date for grant G001505; if release occurred post-termination, reverse and investigate forfeiture."
EXC0370,DUPLICATE_RELEASE,BROKER,E00467,G001511,1,High,"Broker shows duplicate release event for same grant and tranche, risking double taxation or share leakage.",Query broker system to identify and remove the duplicate release record for grant G001511 tranche 1.
EXC0371,POST_TERM_RELEASE,BROKER,E00469,G001515,14,High,"Broker recorded release for terminated employee after separation date, creating forfeiture compliance risk.","Verify employee termination date against release date for grant G001515; if release occurred post-termination, reverse and investigate forfeiture."
EXC0372,POST_TERM_RELEASE,BROKER,E00469,G001518,1,High,"Broker recorded release for terminated employee after separation date, creating forfeiture compliance risk.","Verify employee termination date against release date for grant G001518; if release occurred post-termination, reverse and investigate forfeiture."
EXC0373,POST_TERM_RELEASE,BROKER,E00470,G001520,2,High,"Broker recorded release for terminated employee after separation date, creating forfeiture compliance risk.","Verify employee termination date against release date for grant G001520; if release occurred post-termination, reverse and investigate forfeiture."
EXC0374,STALE_COUNTRY,PAYROLL,E00471,G001521,6,Medium,Payroll is using stale country/tax code data that may affect withholding calculation methodology.,Update employee country and tax residency status for grant G001521 tranche 6 and verify withholding rate applicability.
EXC0375,STALE_COUNTRY,PAYROLL,E00471,G001521,7,Medium,Payroll is using stale country/tax code data that may affect withholding calculation methodology.,Update employee country and tax residency status for grant G001521 tranche 7 and verify withholding rate applicability.
EXC0376,STALE_FMV_PAYROLL,PAYROLL,E00471,G001521,8,High,"Payroll is using stale FMV (implied by calculated taxable income mismatch: 42 × 48.89 = 2,053.38 vs. recorded 2,030.7), causing potential tax withholding error.",Recalculate tax withholding using current broker FMV of 48.89 and verify payroll adjustment with HR.
EXC0377,STALE_COUNTRY,PAYROLL,E00471,G001521,12,High,"Employee country record is stale in payroll, which may result in incorrect tax withholding rate applied to the vesting event.",Update employee country in payroll system and recalculate tax withholding for this tranche.
EXC0378,MISSING_PAYROLL,PAYROLL,E00471,G001521,14,High,"Vesting event is recorded in broker (42 shares at 141.97 FMV) but missing payroll tax record, creating potential tax compliance gap.","Create missing payroll tax entry for 42 shares × $141.97 = $5,962.74 taxable income and withhold applicable taxes."
EXC0379,STALE_COUNTRY,PAYROLL,E00471,G001522,1,High,"Employee country is stale in payroll, potentially causing incorrect tax rate application on this vesting event.",Update employee country in payroll and recalculate tax withholding.
EXC0380,STALE_COUNTRY,PAYROLL,E00471,G001522,4,High,Stale country record in payroll may cause wrong tax withholding jurisdiction for this tranche.,"Verify and update employee country in payroll, then recalculate withholding."
EXC0381,STALE_COUNTRY,PAYROLL,E00471,G001523,11,High,Stale country data in payroll could lead to incorrect tax rate on this high-value vesting (21 shares × $212.17).,Update employee country in payroll and recalculate tax withholding.
EXC0382,STALE_COUNTRY,PAYROLL,E00471,G001524,1,High,Stale country record in payroll may cause incorrect tax withholding calculation.,Update employee country in payroll and recompute taxes.
EXC0383,STALE_COUNTRY,PAYROLL,E00471,G001524,2,High,Stale country in payroll creates tax withholding accuracy risk.,Update employee country and recalculate tax withholding.
EXC0384,STALE_COUNTRY,PAYROLL,E00471,G001524,5,High,Stale country data in payroll may result in wrong tax rate applied.,Correct employee country in payroll and recalculate withholding.
EXC0385,STALE_COUNTRY,PAYROLL,E00471,G001524,6,High,Stale country record affects tax withholding accuracy.,Update employee country in payroll and recompute taxes.
EXC0386,STALE_COUNTRY,PAYROLL,E00471,G001524,7,High,Stale country in payroll creates potential tax miscalculation.,Update employee country and recalculate tax withholding.
EXC0387,STALE_COUNTRY,PAYROLL,E00472,G001527,6,High,Stale country record in payroll may cause incorrect tax withholding on this vesting event.,Update employee country in payroll and recalculate taxes.
EXC0388,STALE_COUNTRY,PAYROLL,E00472,G001528,1,High,Stale country in payroll creates risk of wrong tax rate application.,"Verify and update employee country, then recalculate tax withholding."
EXC0389,STALE_FMV_PAYROLL,PAYROLL,E00473,G001531,6,High,"Payroll FMV is stale (implied mismatch: 162 × 141.97 ≠ 23,490), causing tax withholding error on large grant.",Recalculate tax withholding using current broker FMV and adjust payroll accordingly.
EXC0390,MISSING_PAYROLL,PAYROLL,E00473,G001531,8,High,Vesting event appears in broker (162 shares at $176.29) but is missing from payroll tax records.,Create missing payroll tax entry for 162 shares × $176.29 and process tax withholding.
EXC0391,MISSING_PAYROLL,PAYROLL,E00474,G001534,14,High,"Vesting event is recorded in broker but missing from payroll, creating tax compliance exposure.","Add missing payroll tax record for 26 shares × $134.25 = $3,490.50 and withhold applicable taxes."
EXC0392,ID_FORMAT_MISMATCH,PAYROLL,00476,G001542,4,Medium,"Grant ID format does not match expected format between broker and payroll systems, preventing reliable matching.",Standardize grant ID format across systems or add manual mapping entry to link records.
EXC0393,ID_FORMAT_MISMATCH,PAYROLL,00476,G001542,16,Medium,Grant ID format inconsistency between payroll and broker prevents automatic reconciliation.,Align grant ID format or create cross-reference mapping.
EXC0394,MISSING_PAYROLL,PAYROLL,E00476,G001545,2,High,"Vesting event is recorded in broker but missing from payroll, creating tax compliance gap.","Create missing payroll tax entry for 16 shares × $141.97 = $2,271.52 and process withholding."
EXC0395,ID_FORMAT_MISMATCH,PAYROLL,00477,G001547,1,Medium,Grant ID format mismatch prevents matching between payroll and broker on this large vesting event (383 shares).,Standardize grant ID format and verify that tax withholding was applied despite the format issue.
EXC0396,ID_FORMAT_MISMATCH,PAYROLL,00479,G001552,2,Medium,Grant ID format inconsistency blocks reliable record linkage between systems.,Correct grant ID format to enable proper matching and reconciliation.
EXC0397,MISSING_PAYROLL,PAYROLL,E00480,G001555,10,High,"Vesting event is recorded in broker but missing from payroll, creating potential tax non-compliance.","Create missing payroll tax entry for 13 shares × $141.97 = $1,845.61 and process tax withholding."
EXC0398,STALE_FMV_PAYROLL,PAYROLL,E00481,G001560,3,High,"Payroll is using stale FMV (calculated taxable income 196.92 does not align with 15 × 12.929), causing tax withholding error.",Recalculate tax withholding using current FMV of $12.929 and adjust payroll.
EXC0399,DUPLICATE_RELEASE,BROKER,E00487,G001577,11,High,"Broker shows duplicate release record for the same tranche, indicating either duplicate vesting or data corruption.",Investigate broker records to identify and remove the duplicate release entry.
EXC0400,MISSING_PAYROLL,PAYROLL,E00493,G001590,5,High,Vesting event is recorded in broker (21 shares at $43.90) but missing from payroll tax records.,Create missing payroll tax entry for 21 shares × $43.90 = $922.90 and process tax withholding.
EXC0401,DUPLICATE_RELEASE,BROKER,E00493,G001591,7,High,"Duplicate release event from broker for grant G001591 tranche 7 created duplicate tax withholding of $615.75, risking overpayment or compliance audit exposure.","Immediately contact broker to identify and void the duplicate release, then reconcile payroll tax withholding and request corrective payroll adjustment if overage occurred."
EXC0402,DUPLICATE_RELEASE,BROKER,E00493,G001592,3,High,"Duplicate release event from broker for grant G001592 tranche 3 created duplicate tax withholding of $503.79, creating payroll compliance and tax accuracy risk.","Contact broker to confirm and cancel the duplicate release, then verify payroll tax withholding is corrected and issue W-2 amendment if necessary."
EXC0403,DUPLICATE_RELEASE,BROKER,E00493,G001593,3,High,"Duplicate release event from broker for grant G001593 tranche 3 resulted in duplicate tax withholding of $501.25, risking incorrect employee tax treatment.","Validate with broker that duplicate release is removed from their system, reconcile payroll withholding amount, and correct employee tax records if overage confirmed."
EXC0404,ID_FORMAT_MISMATCH,PAYROLL,00496,G001598,2,Medium,"Grant ID G001598 tranche 2 shows format mismatch between payroll and broker systems, likely due to inconsistent ID formatting or mapping convention.",Compare grant ID format standards between payroll and broker feeds and apply consistent ID transformation rules to resolve the mismatch.
EXC0405,ID_FORMAT_MISMATCH,PAYROLL,00496,G001598,13,High,"Same grant ID G001598 appears in two different tranches (2 and 13) with significantly different vesting and tax amounts, indicating either data corruption or a critical ID mapping error affecting substantial tax withholding ($9,929.56).",Immediately investigate whether G001598 is a duplicate ID or if payroll and broker are tracking different tranches; correct ID assignments and verify tax withholding accuracy for both records.
EXC0406,DUPLICATE_RELEASE,BROKER,E00497,G001602,2,High,"Duplicate release event from broker for grant G001602 tranche 2 created duplicate tax withholding of $10,998.97, representing material payroll compliance risk.","Contact broker immediately to confirm and reverse the duplicate release, then verify payroll withholding correction and reconcile employee tax records."
